"maxValue","uuid:ID","instanceType","isApproximate","id","minValue"
"300.0","aaa68126-8a3b-4e51-af29-3f0930d1448c","Range","False","Range_2","300.0"
"300.0","393c7ed9-c8b8-4a69-bb05-2f6c1e46507b","Range","False","Range_1","300.0"
"100.0","f25e9d80-7726-4362-afd3-0c659ec1883e","Range","False","Range_3","50.0"
