"id","name","description","label","uuid:ID"
"StudyCohort_1","COHORT1","","","1a6bdd1c-b788-451a-812b-5bbf242a0ef0"
"StudyCohort_2","COHORT2","","","e5574d04-895d-4409-838d-47291c04c778"
