"uuid:ID","id"
"57277cd9-6b88-4c64-a41b-436a66e0aa23","StudyCell_1"
"037e22cd-0805-4ab5-afcf-b8a1b57f7322","StudyCell_2"
"dd217a10-9548-4ece-a959-6cae4bb87796","StudyCell_3"
"17efbfdb-d685-4b74-ae07-e4c7485bdab5","StudyCell_4"
"b4c0bc53-1f31-425e-928c-541c89ae5990","StudyCell_5"
"33a5ba8a-6d74-46aa-9f1e-4565e3d0a31c","StudyCell_6"
"7b9a752f-4709-43c0-9c20-57f14a57be86","StudyCell_7"
"f463e301-4686-43f7-bc2e-f4225c681f48","StudyCell_8"
"a8364ffc-e0ca-4925-9f9a-616824a3f111","StudyCell_9"
"671146ed-397b-47f3-a14c-d2423fee29a4","StudyCell_10"
"889101f2-a6bf-437d-844f-9d60251bd49d","StudyCell_11"
"623547ad-420e-458e-98f8-57fddb6c6d49","StudyCell_12"
"1e0593f7-ec38-470d-b6fc-aafbdd7e3e56","StudyCell_13"
"29474e8e-87d1-4f0f-b914-63cd004d6ec1","StudyCell_14"
"964b44b2-2597-4114-a6e9-ca1869fd6d2f","StudyCell_15"
