"line","id","state","city","postalCode","text","uuid:ID","district"
"Lilly Corporate Ctr","Address_1","IN","Indianapolis","4628","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America","2a5b293d-d823-495e-b916-cfe3a5277dfb","-"
