"uuid:ID","maxValue","minValue","isApproximate","instanceType","id"
"024a3e3e-bed0-4cd0-b2b5-d564682f013f","300.0","300.0","False","Range","Range_2"
"4a73c1b4-66c9-44f5-bfdb-3e42cac48025","300.0","300.0","False","Range","Range_1"
"09609cee-e3d8-4464-9b1f-baab6e8cdd50","100.0","50.0","False","Range","Range_3"
