"uuid:ID","id","label","name","description","text"
"e92ed782-2d82-4b5c-893f-b584f763bb1d","AnalysisPopulation_1","","AP_1","","ITT"
"c824df10-d029-4d0b-87d6-c816dc7f4801","AnalysisPopulation_2","","AP_4","","ITT"
