"id","uuid:ID","text","district","postalCode","line","state","city"
"Address_1","f3ae0aa1-8a46-4c68-ba4c-05dc430ab193","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America","-","4628","Lilly Corporate Ctr","IN","Indianapolis"
