"uuid:ID","instanceType","id"
"bee78685-59f1-4c6b-97bc-93bd4d5843c2","StudyCell","StudyCell_1"
"0b274213-2597-4780-9030-f43a18627d75","StudyCell","StudyCell_2"
"7ebba5c5-c836-405f-8556-1b91b958b32f","StudyCell","StudyCell_3"
"68f179cf-d44a-4c70-addc-8ef813760048","StudyCell","StudyCell_4"
"4527b3bc-1bc8-49d0-ae0e-908aedf0e323","StudyCell","StudyCell_5"
"38bdf99b-9ad9-47db-816e-6b6b4bd83c2c","StudyCell","StudyCell_6"
"9472258a-911a-49ff-9d86-822a3a37cace","StudyCell","StudyCell_7"
"87bc499f-27fd-43b1-92fc-3148d23cd7c1","StudyCell","StudyCell_8"
"fe18016b-57c6-425e-8787-68e269e6d1fc","StudyCell","StudyCell_9"
"72fb7127-e152-4460-9c3c-2fd0c3191f9d","StudyCell","StudyCell_10"
"d7a763c7-2f5c-4d16-a558-0991a5d208dd","StudyCell","StudyCell_11"
"720afb68-2127-42e9-930e-11dadbe9b3ec","StudyCell","StudyCell_12"
"dd0e7fde-92eb-4565-a9c5-51cee64a776c","StudyCell","StudyCell_13"
"ebc12da4-1c66-4cd9-acbc-e6c315cc9935","StudyCell","StudyCell_14"
"22cc052e-228a-4a23-9a93-67c203bfe939","StudyCell","StudyCell_15"
