"minValue","id","isApproximate","uuid:ID","maxValue","instanceType"
"300.0","Range_2","False","8c1e13f4-9466-4984-994f-8c6a87b176d6","300.0","Range"
"300.0","Range_1","False","3145a577-b4df-472c-81cf-e0f371729223","300.0","Range"
"50.0","Range_3","False","f740f98e-8caf-4eb0-8c4d-ab4934fde580","100.0","Range"
