"uuid:ID","id","otherReason"
"8faf1424-42bb-4060-bc87-0de82bf04995","StudyAmendmentReason_1",""
"fef6321c-b8c7-46de-9a0d-0232b30dc4bf","StudyAmendmentReason_2","Fix typographical errors"
