"uuid:ID","line","city","id","postalCode","district","state","text"
"a9674583-e25f-46ea-92e2-709b20dd908d","Lilly Corporate Ctr","Indianapolis","Address_1","4628","-","IN","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America"
