"uuid:ID","id"
"3cda355a-b18d-4c22-ba77-6fb688122134","StudyCell_1"
"5ac4a203-9a81-4d42-8be0-322834c9e856","StudyCell_2"
"3f1b0e74-5a9f-4ac1-aff8-aa31c002e64a","StudyCell_3"
"e0b2d394-c350-47b4-b43c-1e68e9c6aaff","StudyCell_4"
"0c7dc171-d761-4e60-8c5f-366e683f1e39","StudyCell_5"
"b29ffe0b-3188-414c-89fb-0a462c1cec41","StudyCell_6"
"6fcf6d4f-1f06-4108-88ee-a33b7cf1fb33","StudyCell_7"
"7d721dc9-b572-4296-a03d-0550396ef070","StudyCell_8"
"fd2c7f9f-337d-41a8-9177-e32e24e571ed","StudyCell_9"
"c0f50cac-e9b9-4d0e-a70a-d0f9c1c65795","StudyCell_10"
"3d79d7b1-828b-43d0-929b-f3e8ef0251ca","StudyCell_11"
"418a1d86-0b8f-4a37-ad94-efd534b4f9b5","StudyCell_12"
"4098cc57-0365-4268-83a3-7d98f3242178","StudyCell_13"
"b04a4551-5bea-416b-9c91-36e1b8a21533","StudyCell_14"
"36ebb0b7-b1dd-4564-b2a1-71a8dcd4978c","StudyCell_15"
