"value","uuid:ID","id"
"1.0","85508378-d41b-418f-86c8-04390b00f62f","Quantity_3"
"14.0","0b6c85c5-5c32-49ca-bb18-34f5f6b9f6a5","Quantity_1"
"12.0","28a260c4-81cd-48ca-96a8-f82f5531b993","Quantity_2"
"1.0","8a82c845-d0c7-4c76-8cd4-0b8793475a0c","Quantity_6"
"14.0","dc6c65ff-f498-4a1b-adb9-961d4cd53725","Quantity_4"
"12.0","2670ec0d-01d8-463f-a695-8333770e9dbb","Quantity_5"
