"name","id","uuid:ID","label","description"
"COHORT1","StudyCohort_1","196c4994-165f-4c59-a009-9cd01eaba540","",""
"COHORT2","StudyCohort_2","3128096b-716a-4249-b5e7-bff6d2e9b8de","",""
