"uuid:ID","otherReason","id"
"8fc81324-4b08-451e-b299-f459e61e7e44","Fix typographical errors","StudyAmendmentReason_5"
"c5cd7b19-6ea0-40fa-87c0-1db7e542cb73","","StudyAmendmentReason_3"
"34268534-8409-4850-910f-dc1a9a65cc88","","StudyAmendmentReason_4"
"3296d6ed-db9e-4043-bfc4-ac22de1eb9c4","","StudyAmendmentReason_2"
"1d1fe1e8-7346-4f50-b8bb-c4965d839b11","","StudyAmendmentReason_1"
