"uuid:ID","id","isEnabled","instanceType"
"06f07b35-d5c0-4af0-9674-752c968149f3","ResponseCode_18","True","ResponseCode"
"961d476c-f219-4229-8a0e-12e7d4b90204","ResponseCode_19","True","ResponseCode"
"b6d2f0ac-9dd2-4c00-9626-3fb522c3e31d","ResponseCode_20","True","ResponseCode"
"c0dc9af3-1092-4b10-afc2-0f1b08e63d84","ResponseCode_21","True","ResponseCode"
"a27ae1d5-203f-4b53-bb7c-024fcb7165ae","ResponseCode_22","True","ResponseCode"
"d655a29b-16f0-4fff-85f0-27f5dcde7585","ResponseCode_23","True","ResponseCode"
"6b50749f-8eb2-40c4-8a65-1704b56c86dd","ResponseCode_24","True","ResponseCode"
"de4a123b-714a-47a2-b3de-ed37ceeea7af","ResponseCode_25","True","ResponseCode"
"547f9ba1-f8ed-4354-9a96-e8ed6ea1d2d8","ResponseCode_1","True","ResponseCode"
"e358d2b5-4dba-4208-8fb0-f001c2ed0785","ResponseCode_2","True","ResponseCode"
"daa66461-91d7-4f7a-ab23-adbeae82e3f6","ResponseCode_3","True","ResponseCode"
"ec242bc3-d93a-40c7-813a-f58d53c12e63","ResponseCode_4","True","ResponseCode"
"acdb01c3-3db4-4932-a93c-00e9e4c8d491","ResponseCode_5","True","ResponseCode"
"b07191eb-d587-4632-bd42-25e3a65b70c2","ResponseCode_6","True","ResponseCode"
"a67ba612-bfb1-46b7-b38a-7d3a292c9c94","ResponseCode_7","True","ResponseCode"
"57407158-098c-49be-9360-19473180f112","ResponseCode_8","True","ResponseCode"
"99ec9cae-c0a1-492d-afcf-688bb1898f3a","ResponseCode_9","True","ResponseCode"
"24398b0c-c277-43b8-8974-b17a63d3b240","ResponseCode_10","True","ResponseCode"
"9b69f5c1-31a8-450e-ad8b-44cb16c54993","ResponseCode_11","True","ResponseCode"
"0ad1d961-12f4-49f2-aac1-e3a441a2aeeb","ResponseCode_12","True","ResponseCode"
"07e17322-f122-4433-b606-cb54370256f0","ResponseCode_13","True","ResponseCode"
"2bd630d6-d40b-4aa8-9742-9dd8fd09bcae","ResponseCode_14","True","ResponseCode"
"4cd0ab6c-421f-47d1-be20-96bc82c48f13","ResponseCode_15","True","ResponseCode"
"71befe3f-215d-4a80-9aa2-d98c169e44e9","ResponseCode_16","True","ResponseCode"
"f265b454-741c-4e05-973a-694006e36156","ResponseCode_17","True","ResponseCode"
