"instanceType","id","uuid:ID"
"StudyCell","StudyCell_1","4f2b5ed6-6d25-4161-ae61-49b81bd0dbf8"
"StudyCell","StudyCell_2","528309dc-2f8a-4937-90fb-45a79b18b2dc"
"StudyCell","StudyCell_3","dda713cf-88a7-4478-873b-6cfc9122d1d5"
"StudyCell","StudyCell_4","cd3e16f9-ce04-4a67-b96f-9f7f944b35ed"
"StudyCell","StudyCell_5","1b530056-1293-47c0-84e0-43e897f00ae3"
"StudyCell","StudyCell_6","07b5ef72-33df-42af-a69d-e2a9d8669f9b"
"StudyCell","StudyCell_7","21a4df4a-7da8-415b-8a5a-a39e209725ef"
"StudyCell","StudyCell_8","1b6449df-0642-432b-b267-d6acb9565a89"
"StudyCell","StudyCell_9","ffdc76c7-f2e7-4f2f-bf3c-d4320ef6e696"
"StudyCell","StudyCell_10","d6d59784-2ef4-43f3-900c-d1304ed44c95"
"StudyCell","StudyCell_11","a0945f71-34e3-4d82-acb1-93d40905c35d"
"StudyCell","StudyCell_12","1f4f26ea-624f-413e-9f8d-35eb87bf564f"
"StudyCell","StudyCell_13","d0bad720-9629-43b9-895a-0dca0c9ca92f"
"StudyCell","StudyCell_14","d8e7708c-e21d-4511-8ca5-84950657a440"
"StudyCell","StudyCell_15","936c244b-6dea-4142-8092-8ad93767eabb"
