"uuid:ID","id","otherReason","instanceType"
"f0e92959-8755-43f4-8785-bb3b31144e6d","StudyAmendmentReason_1","","StudyAmendmentReason"
"a5ae7b8b-0dce-4203-bd66-94b37585c873","StudyAmendmentReason_2","Fix typographical errors","StudyAmendmentReason"
