"isEnabled","uuid:ID","id","instanceType"
"True","e04c2087-d71e-49c5-9eb9-84f36d7743eb","ResponseCode_18","ResponseCode"
"True","aa3b31b7-56f4-47f7-8e2f-5e63cfd8b47f","ResponseCode_19","ResponseCode"
"True","c2c4a7ad-472d-4600-a296-b81be4fa1ff7","ResponseCode_20","ResponseCode"
"True","a06333ec-7e93-47ce-9129-8c2a13d61b6f","ResponseCode_21","ResponseCode"
"True","e1118108-a318-47ef-b055-3ea71f2ca1f2","ResponseCode_22","ResponseCode"
"True","5249e8eb-83ce-4300-aa61-b3b010ae734c","ResponseCode_23","ResponseCode"
"True","be2acccf-60fe-43c2-8063-3aa46543a121","ResponseCode_24","ResponseCode"
"True","4575daae-20f0-4583-8861-be8100b62187","ResponseCode_25","ResponseCode"
"True","bc61198a-10f2-4d32-a475-a004bdbd0f32","ResponseCode_1","ResponseCode"
"True","8adbbdbe-cbd5-4c2a-a918-86a210beebee","ResponseCode_2","ResponseCode"
"True","da90176e-4624-474c-94cd-21ea79845eed","ResponseCode_3","ResponseCode"
"True","7db45ae8-a557-49f4-887e-c1a4eabf1eaa","ResponseCode_4","ResponseCode"
"True","a5ce2bdb-68fb-4868-8431-955f5d202ba6","ResponseCode_5","ResponseCode"
"True","d03c6721-54e8-454e-9462-7476f5eefd9c","ResponseCode_6","ResponseCode"
"True","c5a6ea25-154a-43a7-8205-17e97ca31998","ResponseCode_7","ResponseCode"
"True","1ea814b2-5770-4d5a-810c-168c2544c4b2","ResponseCode_8","ResponseCode"
"True","8133b2a4-001b-4ab9-8df1-abe387b6684d","ResponseCode_9","ResponseCode"
"True","c5cbf9d7-17ba-42cd-b2de-d041e1a1bf11","ResponseCode_10","ResponseCode"
"True","85ad7094-dbe4-4b5d-aef7-b18063437a8c","ResponseCode_11","ResponseCode"
"True","0b9b82d7-15f4-499d-b1cc-1f7b1fc24f66","ResponseCode_12","ResponseCode"
"True","1372ef94-f0b8-45e7-bb1b-19b258e45395","ResponseCode_13","ResponseCode"
"True","37666315-5d39-41fb-8e79-955d39acfd4c","ResponseCode_14","ResponseCode"
"True","33056cf6-8fc0-4a4b-a0d5-fe2f4fc65e36","ResponseCode_15","ResponseCode"
"True","3bf2da72-0c22-4e82-b6c0-7549ac047fa8","ResponseCode_16","ResponseCode"
"True","435cc51a-5771-409e-949f-7af9cd76c8d8","ResponseCode_17","ResponseCode"
