"instanceType","name","uuid:ID","label","isRequired","datatype","id","isEnabled"
"BiomedicalConceptProperty","VSORRES","31352b54-4268-4b70-8cd0-9ee7b849b969","VSORRES","True","float","BiomedicalConceptProperty_129","True"
"BiomedicalConceptProperty","VSORRESU","17377731-c37f-415b-a577-41a80e17d79e","VSORRESU","True","","BiomedicalConceptProperty_130","True"
"BiomedicalConceptProperty","LBTESTCD","7949e32f-d4b1-4489-878e-407214c76a7e","LBTESTCD","True","","BiomedicalConceptProperty_131","True"
"BiomedicalConceptProperty","LBORRES","1bd0a6e5-9998-4d8d-9522-6c5104812187","LBORRES","True","float","BiomedicalConceptProperty_132","True"
"BiomedicalConceptProperty","LBORRESU","494326b1-984b-4190-aa40-5e392a06ba76","LBORRESU","True","","BiomedicalConceptProperty_133","True"
"BiomedicalConceptProperty","LBSPEC","9155c063-9b06-4c29-a697-7b2dbc31d3d0","LBSPEC","True","","BiomedicalConceptProperty_134","True"
"BiomedicalConceptProperty","LBFAST","cd25c029-768e-4d63-a210-3b8dba8885fb","LBFAST","True","","BiomedicalConceptProperty_135","True"
"BiomedicalConceptProperty","LBTESTCD","3b7798bc-a2c8-4f7f-9ba2-9f3ee18950b1","LBTESTCD","True","","BiomedicalConceptProperty_136","True"
"BiomedicalConceptProperty","LBORRES","9145955c-f59f-4852-b121-9ea440724cf2","LBORRES","True","text","BiomedicalConceptProperty_137","True"
"BiomedicalConceptProperty","LBSPEC","33b1894c-9873-4f71-968c-f8f1960f4115","LBSPEC","True","","BiomedicalConceptProperty_138","True"
"BiomedicalConceptProperty","LBFAST","8ee73605-43c2-4d59-9d27-d9c7554678bf","LBFAST","True","","BiomedicalConceptProperty_139","True"
"BiomedicalConceptProperty","LBTESTCD","19ac9952-220d-4a70-8648-2939bbe5f3ba","LBTESTCD","True","","BiomedicalConceptProperty_140","True"
"BiomedicalConceptProperty","LBORRES","8d0bd2bd-b933-4362-9a2c-caa908df477c","LBORRES","True","float","BiomedicalConceptProperty_141","True"
"BiomedicalConceptProperty","LBORRESU","022ffcc2-304d-4615-af77-2a8708b5f2df","LBORRESU","True","","BiomedicalConceptProperty_142","True"
"BiomedicalConceptProperty","LBSPEC","a1e6ab7d-5198-4c69-8389-481929a10ff9","LBSPEC","True","","BiomedicalConceptProperty_143","True"
"BiomedicalConceptProperty","LBFAST","5aed5d22-f854-4196-a728-1dd2ea6c47d5","LBFAST","True","","BiomedicalConceptProperty_144","True"
"BiomedicalConceptProperty","LBTESTCD","eeef4ca5-4c7c-482b-a858-8ffeabcd430d","LBTESTCD","True","","BiomedicalConceptProperty_145","True"
"BiomedicalConceptProperty","LBORRES","e18bc7a1-dd80-40c7-91fd-a70fffef4325","LBORRES","True","float","BiomedicalConceptProperty_146","True"
"BiomedicalConceptProperty","LBORRESU","d8153986-ca29-4b63-a534-03df46c50aae","LBORRESU","True","","BiomedicalConceptProperty_147","True"
"BiomedicalConceptProperty","LBSPEC","545182c9-c953-4b63-b32d-a0b2e2bdb0ca","LBSPEC","True","","BiomedicalConceptProperty_148","True"
"BiomedicalConceptProperty","LBFAST","4f95d271-da8a-465a-bd94-736e4bbe4639","LBFAST","True","","BiomedicalConceptProperty_149","True"
"BiomedicalConceptProperty","LBTESTCD","e3a1b082-7d40-4074-8b0d-b796d46b422a","LBTESTCD","True","","BiomedicalConceptProperty_150","True"
"BiomedicalConceptProperty","LBORRES","54e5ef23-2401-407d-afde-397e5e7bc4d9","LBORRES","True","float","BiomedicalConceptProperty_151","True"
"BiomedicalConceptProperty","LBORRESU","4eefd352-3ddd-4059-8009-34b99bd1b923","LBORRESU","True","","BiomedicalConceptProperty_152","True"
"BiomedicalConceptProperty","LBSPEC","b8e010a7-212f-45f6-8135-d73c4000b9b8","LBSPEC","True","","BiomedicalConceptProperty_153","True"
"BiomedicalConceptProperty","LBFAST","4a90034e-00e0-4a14-ab69-317eae7b31ee","LBFAST","True","","BiomedicalConceptProperty_154","True"
"BiomedicalConceptProperty","LBTESTCD","fbdb9e73-9d9d-4a5d-bed8-88c8ae9a8889","LBTESTCD","True","","BiomedicalConceptProperty_155","True"
"BiomedicalConceptProperty","LBORRES","25e650ab-a658-4876-96f7-8945df981aa6","LBORRES","True","float","BiomedicalConceptProperty_156","True"
"BiomedicalConceptProperty","LBORRESU","57f4482a-c1dd-4ae8-94b4-031b3c13f9fc","LBORRESU","True","","BiomedicalConceptProperty_157","True"
"BiomedicalConceptProperty","LBSPEC","86e964bc-e104-4e15-b01d-b36307fa195e","LBSPEC","True","","BiomedicalConceptProperty_158","True"
"BiomedicalConceptProperty","LBFAST","38054c71-0c4d-498e-9edf-18bb89828bc9","LBFAST","True","","BiomedicalConceptProperty_159","True"
"BiomedicalConceptProperty","LBTESTCD","6d9f80ed-9825-4bf6-a021-4cbbaebea27f","LBTESTCD","True","","BiomedicalConceptProperty_160","True"
"BiomedicalConceptProperty","LBORRES","4f1c0ea1-47d8-481c-8f5e-fa261a08eb38","LBORRES","True","float","BiomedicalConceptProperty_161","True"
"BiomedicalConceptProperty","LBORRESU","424f0947-3e67-45e9-936d-c141a80bf2fe","LBORRESU","True","","BiomedicalConceptProperty_162","True"
"BiomedicalConceptProperty","LBSPEC","c70549c3-1af5-4dca-9af2-1342259a27a0","LBSPEC","True","","BiomedicalConceptProperty_163","True"
"BiomedicalConceptProperty","LBFAST","6acdd1e7-f69d-49bf-842b-07b0d6cba05b","LBFAST","True","","BiomedicalConceptProperty_164","True"
"BiomedicalConceptProperty","LBTESTCD","01660100-2014-456f-9bb1-bdbfbe9b5bba","LBTESTCD","True","","BiomedicalConceptProperty_165","True"
"BiomedicalConceptProperty","LBORRES","5958d49c-08dd-4ad1-b1d2-37512ceaa1ca","LBORRES","True","float","BiomedicalConceptProperty_166","True"
"BiomedicalConceptProperty","LBORRESU","814990ca-3c35-4bcd-93e8-7e272bc86ec8","LBORRESU","True","","BiomedicalConceptProperty_167","True"
"BiomedicalConceptProperty","LBSPEC","e19662db-a5da-4f51-9ca7-3b7cc476c422","LBSPEC","True","","BiomedicalConceptProperty_168","True"
"BiomedicalConceptProperty","LBFAST","ea8c85eb-310d-41ed-92f0-261fb9a47110","LBFAST","True","","BiomedicalConceptProperty_169","True"
"BiomedicalConceptProperty","AETERM","f2675740-af42-41dd-9868-2224a8b4b1cd","AETERM","True","text","BiomedicalConceptProperty_1","True"
"BiomedicalConceptProperty","AEDECOD","7764a50d-8774-41a1-bbef-5b5f0c28819c","AEDECOD","True","text","BiomedicalConceptProperty_2","True"
"BiomedicalConceptProperty","AEPRESP","705231bf-8c65-4074-9c66-95a2edb81139","AEPRESP","True","text","BiomedicalConceptProperty_3","True"
"BiomedicalConceptProperty","AELOC","8a818de8-7de3-444e-abcb-57ddacdea255","AELOC","True","text","BiomedicalConceptProperty_4","True"
"BiomedicalConceptProperty","AESEV","db8743d4-fea3-400c-b480-08b998fe4a69","AESEV","True","text","BiomedicalConceptProperty_5","True"
"BiomedicalConceptProperty","AESER","6aa09ee1-3905-4823-9305-849c09c90b46","AESER","True","text","BiomedicalConceptProperty_6","True"
"BiomedicalConceptProperty","AEACN","a656aa1b-1827-4c55-b652-d77bf5fbf6b7","AEACN","True","text","BiomedicalConceptProperty_7","True"
"BiomedicalConceptProperty","AEACNOTH","f842469f-8075-4c68-8897-7196df8f6d95","AEACNOTH","True","text","BiomedicalConceptProperty_8","True"
"BiomedicalConceptProperty","AEREL","171410f6-46d5-4cfd-a3a4-9de0b8025cff","AEREL","True","text","BiomedicalConceptProperty_9","True"
"BiomedicalConceptProperty","AERELNST","59b577e6-239b-4b7e-907b-afcc222f7522","AERELNST","True","text","BiomedicalConceptProperty_10","True"
"BiomedicalConceptProperty","AEPATT","187cf1ec-c273-4417-a08c-ece341bc6510","AEPATT","True","text","BiomedicalConceptProperty_11","True"
"BiomedicalConceptProperty","AEOUT","1cbad55a-7892-40ed-8829-98b31b29a2b3","AEOUT","True","text","BiomedicalConceptProperty_12","True"
"BiomedicalConceptProperty","AESCAN","7e340616-867b-4c62-9bb6-7fc0ce7019fd","AESCAN","True","text","BiomedicalConceptProperty_13","True"
"BiomedicalConceptProperty","AESCONG","3934c77d-329e-48aa-b129-22ea3312b299","AESCONG","True","text","BiomedicalConceptProperty_14","True"
"BiomedicalConceptProperty","AESDISAB","ddd04f51-713e-49f2-85b9-990aaea6a1c1","AESDISAB","True","text","BiomedicalConceptProperty_15","True"
"BiomedicalConceptProperty","AESDTH","a1c6545b-44ca-4bf1-b8e6-8cbffe628496","AESDTH","True","text","BiomedicalConceptProperty_16","True"
"BiomedicalConceptProperty","AESHOSP","7316012f-e1dd-4277-bdd8-bf787aae750b","AESHOSP","True","text","BiomedicalConceptProperty_17","True"
"BiomedicalConceptProperty","AESLIFE","c85c8e34-70b9-4db4-bbff-c7ecd6366b4a","AESLIFE","True","text","BiomedicalConceptProperty_18","True"
"BiomedicalConceptProperty","AESOD","c57e662a-dd5f-4afa-959b-530b18fceb46","AESOD","True","text","BiomedicalConceptProperty_19","True"
"BiomedicalConceptProperty","AESMIE","fe03d220-ed8d-420f-8f17-7f196bb78d7a","AESMIE","True","text","BiomedicalConceptProperty_20","True"
"BiomedicalConceptProperty","AECONTRT","00d31eef-441a-4543-886b-3b1db825c6b1","AECONTRT","True","text","BiomedicalConceptProperty_21","True"
"BiomedicalConceptProperty","AESTDTC","f3b3a39b-d219-40ff-b930-ca49f6e67dee","AESTDTC","True","datetime","BiomedicalConceptProperty_22","True"
"BiomedicalConceptProperty","AEENDTC","281e64b3-d84c-4ab7-a7d2-edfd4703fdfa","AEENDTC","True","datetime","BiomedicalConceptProperty_23","True"
"BiomedicalConceptProperty","VSTESTCD","f2c6dafa-d616-4e91-bd8f-b3c19ef5cb15","VSTESTCD","True","","BiomedicalConceptProperty_24","True"
"BiomedicalConceptProperty","VSORRES","dfbbdc21-cba2-4f85-b9dd-bd223a9edf23","VSORRES","True","integer","BiomedicalConceptProperty_25","True"
"BiomedicalConceptProperty","VSORRESU","768bac10-a2a0-434b-b2b4-4adc9b95d5bd","VSORRESU","True","","BiomedicalConceptProperty_26","True"
"BiomedicalConceptProperty","VSPOS","64c8a9b4-1906-4521-ad21-4ceec41be7db","VSPOS","True","","BiomedicalConceptProperty_27","True"
"BiomedicalConceptProperty","VSLOC","ac69cdcc-9b23-4a55-985d-cf939d2b8e45","VSLOC","True","","BiomedicalConceptProperty_28","True"
"BiomedicalConceptProperty","VSLAT","02a88844-6e08-464a-b4ee-cb8c6ebdba65","VSLAT","True","","BiomedicalConceptProperty_29","True"
"BiomedicalConceptProperty","VSTESTCD","0b163b75-6335-4337-bdcf-3475ed50c1be","VSTESTCD","True","","BiomedicalConceptProperty_30","True"
"BiomedicalConceptProperty","VSORRES","f9fe7dd7-7e68-4838-a246-73be3e281fd2","VSORRES","True","integer","BiomedicalConceptProperty_31","True"
"BiomedicalConceptProperty","VSORRESU","acce4d64-a33a-4ef6-a9b0-e76d1479be2f","VSORRESU","True","","BiomedicalConceptProperty_32","True"
"BiomedicalConceptProperty","VSPOS","977d903e-39c0-4a45-a1db-dbfaefaccfe8","VSPOS","True","","BiomedicalConceptProperty_33","True"
"BiomedicalConceptProperty","VSLOC","335c02d3-6a10-4e48-89f7-719bf5eb49ac","VSLOC","True","","BiomedicalConceptProperty_34","True"
"BiomedicalConceptProperty","VSLAT","2ea89f62-2494-4ff9-b78a-53670b4ad2f5","VSLAT","True","","BiomedicalConceptProperty_35","True"
"BiomedicalConceptProperty","VSTESTCD","b482b13d-b2e7-4b4e-93b8-b7e5ea85135e","VSTESTCD","True","","BiomedicalConceptProperty_36","True"
"BiomedicalConceptProperty","VSORRES","5c1a7cb0-bbcc-42c5-8d54-6b37dd1eea41","VSORRES","True","float","BiomedicalConceptProperty_37","True"
"BiomedicalConceptProperty","VSORRESU","37e24760-7bee-4c15-85cb-cd3208480e37","VSORRESU","True","","BiomedicalConceptProperty_38","True"
"BiomedicalConceptProperty","VSLOC","dc586f99-ef26-4f2c-a696-84a5716f1457","VSLOC","True","","BiomedicalConceptProperty_39","True"
"BiomedicalConceptProperty","VSTESTCD","a154742c-4454-4eca-8441-c2e1140f71d9","VSTESTCD","True","","BiomedicalConceptProperty_40","True"
"BiomedicalConceptProperty","VSORRES","9f5fbbfa-049f-4a79-a618-f87a14b98c74","VSORRES","True","float","BiomedicalConceptProperty_41","True"
"BiomedicalConceptProperty","VSORRESU","bce3bf69-2a05-43da-8149-3f84acc365bf","VSORRESU","True","","BiomedicalConceptProperty_42","True"
"BiomedicalConceptProperty","VSTESTCD","a97ad625-c5c9-487a-a836-4c7ea20fa470","VSTESTCD","True","","BiomedicalConceptProperty_43","True"
"BiomedicalConceptProperty","VSORRES","78ffa17a-ee2c-4c5c-bebf-a41bd90b32ce","VSORRES","True","float","BiomedicalConceptProperty_44","True"
"BiomedicalConceptProperty","VSORRESU","2d8d3040-0f3c-445b-8a96-b97cd80a2a9b","VSORRESU","True","","BiomedicalConceptProperty_45","True"
"BiomedicalConceptProperty","LBTESTCD","2bf05ace-0bc0-4a13-8e95-342b2e19d1a4","LBTESTCD","True","","BiomedicalConceptProperty_46","True"
"BiomedicalConceptProperty","LBORRES","2a2a1211-6d18-40d7-9713-7b447134eb58","LBORRES","True","float","BiomedicalConceptProperty_47","True"
"BiomedicalConceptProperty","LBORRESU","2e2c941c-b85f-4add-af13-89f6f70c64cb","LBORRESU","True","","BiomedicalConceptProperty_48","True"
"BiomedicalConceptProperty","LBSPEC","fc65827c-0135-463a-a204-60ef2ec8009e","LBSPEC","True","","BiomedicalConceptProperty_49","True"
"BiomedicalConceptProperty","LBFAST","f7b1bd1e-8b52-48ab-b8ea-f58c456ca082","LBFAST","True","","BiomedicalConceptProperty_50","True"
"BiomedicalConceptProperty","LBTESTCD","8a8e1045-20f0-4044-80c3-5c87875b089c","LBTESTCD","True","","BiomedicalConceptProperty_51","True"
"BiomedicalConceptProperty","LBORRES","f0f22006-7dca-44bd-aa73-fdd8a2ab6529","LBORRES","True","text","BiomedicalConceptProperty_52","True"
"BiomedicalConceptProperty","LBSPEC","f48de4a4-634a-4ed9-bf8b-24030a710e02","LBSPEC","True","","BiomedicalConceptProperty_53","True"
"BiomedicalConceptProperty","LBFAST","6145abfb-33c8-47ca-b609-c4d2fbea9e24","LBFAST","True","","BiomedicalConceptProperty_54","True"
"BiomedicalConceptProperty","LBTESTCD","2134095b-462a-44ca-9bf0-e4bb9379e877","LBTESTCD","True","","BiomedicalConceptProperty_55","True"
"BiomedicalConceptProperty","LBORRES","f20dd73c-50ff-4c54-91cf-7a61c6036b0e","LBORRES","True","float","BiomedicalConceptProperty_56","True"
"BiomedicalConceptProperty","LBORRESU","b6deb546-7dd7-480f-8578-9e842b70e337","LBORRESU","True","","BiomedicalConceptProperty_57","True"
"BiomedicalConceptProperty","LBSPEC","a34d68c8-05a9-476d-a2fe-3f1d0a864558","LBSPEC","True","","BiomedicalConceptProperty_58","True"
"BiomedicalConceptProperty","LBFAST","00509d6c-5b2c-4461-ab4a-bd0eb9201bcd","LBFAST","True","","BiomedicalConceptProperty_59","True"
"BiomedicalConceptProperty","LBTESTCD","fa7634e2-442b-4110-b95e-eace50d6b947","LBTESTCD","True","","BiomedicalConceptProperty_60","True"
"BiomedicalConceptProperty","LBORRES","f9fe2e54-18a7-42d9-a842-bba027631eea","LBORRES","True","float","BiomedicalConceptProperty_61","True"
"BiomedicalConceptProperty","LBORRESU","c3582cc1-c2b6-4a2f-bf8a-d2556aec4892","LBORRESU","True","","BiomedicalConceptProperty_62","True"
"BiomedicalConceptProperty","LBSPEC","7a167432-ce44-4245-bed1-1a91860c7c9a","LBSPEC","True","","BiomedicalConceptProperty_63","True"
"BiomedicalConceptProperty","LBFAST","d776e9c6-2696-4443-9e38-9a58d65b11cd","LBFAST","True","","BiomedicalConceptProperty_64","True"
"BiomedicalConceptProperty","LBTESTCD","8dc2e30f-fa47-4e6c-9557-79e0635637d6","LBTESTCD","True","","BiomedicalConceptProperty_65","True"
"BiomedicalConceptProperty","LBORRES","934c2dab-b537-4e3e-9e36-6abd61402bcc","LBORRES","True","float","BiomedicalConceptProperty_66","True"
"BiomedicalConceptProperty","LBORRESU","3644e089-c2d8-4a0d-adfd-51f466c800a8","LBORRESU","True","","BiomedicalConceptProperty_67","True"
"BiomedicalConceptProperty","LBSPEC","c7f1f9fa-a347-46d1-969b-b270b8feed1e","LBSPEC","True","","BiomedicalConceptProperty_68","True"
"BiomedicalConceptProperty","LBFAST","8138f889-f6ce-4fc9-8a4c-72826d416e28","LBFAST","True","","BiomedicalConceptProperty_69","True"
"BiomedicalConceptProperty","LBTESTCD","d57ada01-3134-4afb-b984-efaa6aab9b2b","LBTESTCD","True","","BiomedicalConceptProperty_70","True"
"BiomedicalConceptProperty","LBORRES","e081699f-819f-4c71-b993-f6a185ccaab5","LBORRES","True","float","BiomedicalConceptProperty_71","True"
"BiomedicalConceptProperty","LBORRESU","8300ec4f-11c7-49bc-b133-0e701a713202","LBORRESU","True","","BiomedicalConceptProperty_72","True"
"BiomedicalConceptProperty","LBSPEC","17a2b0d0-fa16-4e4a-83ea-5be6fee24c0a","LBSPEC","True","","BiomedicalConceptProperty_73","True"
"BiomedicalConceptProperty","LBFAST","f3796fb3-138d-4c5d-a621-3bba1b702dc0","LBFAST","True","","BiomedicalConceptProperty_74","True"
"BiomedicalConceptProperty","LBTESTCD","e306c327-fb31-4f30-984f-f435cfd7f6f6","LBTESTCD","True","","BiomedicalConceptProperty_75","True"
"BiomedicalConceptProperty","LBORRES","32a2595b-4d0d-4d4b-a8c6-5fe2b8077c62","LBORRES","True","float","BiomedicalConceptProperty_76","True"
"BiomedicalConceptProperty","LBORRESU","c53a4fe9-2c9d-43a0-8a09-264aef37d0c1","LBORRESU","True","","BiomedicalConceptProperty_77","True"
"BiomedicalConceptProperty","LBSPEC","40bf5e4c-6b74-47c1-b3fd-158e08060423","LBSPEC","True","","BiomedicalConceptProperty_78","True"
"BiomedicalConceptProperty","LBFAST","c5f5b8f8-ebdc-43d4-90d5-87cb2eb76512","LBFAST","True","","BiomedicalConceptProperty_79","True"
"BiomedicalConceptProperty","VSTESTCD","772d8e7a-2bce-44d0-a43f-9d3a21d520d7","VSTESTCD","True","","BiomedicalConceptProperty_80","True"
"BiomedicalConceptProperty","VSORRES","e4ccd8ec-1b66-4e9c-8d2b-a9c51d2eac45","VSORRES","True","integer","BiomedicalConceptProperty_81","True"
"BiomedicalConceptProperty","VSORRESU","8be6f71f-6c54-4f8a-8bfa-b4c766e350f3","VSORRESU","True","","BiomedicalConceptProperty_82","True"
"BiomedicalConceptProperty","VSPOS","0acd588d-b065-483c-89fb-7340393cd2eb","VSPOS","True","","BiomedicalConceptProperty_83","True"
"BiomedicalConceptProperty","VSLOC","0445619c-819f-401f-82e0-1bb51aa2f5e2","VSLOC","True","","BiomedicalConceptProperty_84","True"
"BiomedicalConceptProperty","VSLAT","22d78551-0669-497f-92ea-8fd6f71a6a2b","VSLAT","True","","BiomedicalConceptProperty_85","True"
"BiomedicalConceptProperty","VSTESTCD","fba4f993-5d2a-49e4-9cfe-073df05db963","VSTESTCD","True","","BiomedicalConceptProperty_86","True"
"BiomedicalConceptProperty","VSORRES","5170b62d-fe59-4e25-be43-399234b53f55","VSORRES","True","integer","BiomedicalConceptProperty_87","True"
"BiomedicalConceptProperty","VSORRESU","531496ca-f562-45f0-9c1a-194b155036f2","VSORRESU","True","","BiomedicalConceptProperty_88","True"
"BiomedicalConceptProperty","VSPOS","943ab452-1f92-4688-9681-12d7df367e0e","VSPOS","True","","BiomedicalConceptProperty_89","True"
"BiomedicalConceptProperty","VSLOC","42667844-0fc3-435d-ae93-1860e9727e24","VSLOC","True","","BiomedicalConceptProperty_90","True"
"BiomedicalConceptProperty","VSLAT","1a5d3b02-3b93-4895-a2d5-885fbc00bc6f","VSLAT","True","","BiomedicalConceptProperty_91","True"
"BiomedicalConceptProperty","VSTESTCD","96c33f5d-a04e-4db6-abf1-3f7d64aaac86","VSTESTCD","True","","BiomedicalConceptProperty_92","True"
"BiomedicalConceptProperty","VSORRES","c1b33078-d032-4fab-8869-ba5de2b1e72a","VSORRES","True","integer","BiomedicalConceptProperty_93","True"
"BiomedicalConceptProperty","VSORRESU","75ff9d91-e87a-4d57-a7fa-b5e3d8754e71","VSORRESU","True","","BiomedicalConceptProperty_94","True"
"BiomedicalConceptProperty","VSPOS","eaaa2bd8-40c1-49a0-8a0b-2c5fafd80ee4","VSPOS","True","","BiomedicalConceptProperty_95","True"
"BiomedicalConceptProperty","VSLOC","3e1ed645-edd4-4339-b39c-26a1e7c6663f","VSLOC","True","","BiomedicalConceptProperty_96","True"
"BiomedicalConceptProperty","VSLAT","a4962fdc-9d65-4a6c-898f-c742dd78b749","VSLAT","True","","BiomedicalConceptProperty_97","True"
"BiomedicalConceptProperty","VSTESTCD","74dae8df-366c-49e2-b0c6-2ee2516de8a0","VSTESTCD","True","","BiomedicalConceptProperty_98","True"
"BiomedicalConceptProperty","VSORRES","d4b2d9bc-04ea-47d6-abda-e23ddafa530a","VSORRES","True","integer","BiomedicalConceptProperty_99","True"
"BiomedicalConceptProperty","VSORRESU","bf828765-f7b4-41cf-9dd9-b4a3a3bac957","VSORRESU","True","","BiomedicalConceptProperty_100","True"
"BiomedicalConceptProperty","VSPOS","5b3f3c30-0b72-4bc2-ba7a-ecd0ff7e125a","VSPOS","True","","BiomedicalConceptProperty_101","True"
"BiomedicalConceptProperty","VSLOC","4b605e1e-835c-4a26-b7ff-c4f3d8675d72","VSLOC","True","","BiomedicalConceptProperty_102","True"
"BiomedicalConceptProperty","VSLAT","a3876255-7d37-4872-b4ac-fe488514243c","VSLAT","True","","BiomedicalConceptProperty_103","True"
"BiomedicalConceptProperty","VSTESTCD","4a3b410e-340c-401d-b0d6-942f04395cb1","VSTESTCD","True","","BiomedicalConceptProperty_104","True"
"BiomedicalConceptProperty","VSORRES","9f8f637b-d7ab-45ed-9160-391f945569f1","VSORRES","True","integer","BiomedicalConceptProperty_105","True"
"BiomedicalConceptProperty","VSORRESU","b27a195f-3cf1-4beb-b23d-1f827007de38","VSORRESU","True","","BiomedicalConceptProperty_106","True"
"BiomedicalConceptProperty","VSPOS","8f2c830d-f51c-4b9b-8c06-b3fe1027a1a8","VSPOS","True","","BiomedicalConceptProperty_107","True"
"BiomedicalConceptProperty","VSLOC","e149211a-68a6-488c-8675-98317a01a80c","VSLOC","True","","BiomedicalConceptProperty_108","True"
"BiomedicalConceptProperty","VSLAT","b177ae89-002e-41ac-8563-550b1ecb9268","VSLAT","True","","BiomedicalConceptProperty_109","True"
"BiomedicalConceptProperty","VSTESTCD","99d9ce5a-4316-4bd5-bbb2-af0714182907","VSTESTCD","True","","BiomedicalConceptProperty_110","True"
"BiomedicalConceptProperty","VSORRES","9764855a-b608-42af-bfad-478e8749821e","VSORRES","True","integer","BiomedicalConceptProperty_111","True"
"BiomedicalConceptProperty","VSORRESU","6def9024-b75c-4523-b6d3-6f7b2dfa3612","VSORRESU","True","","BiomedicalConceptProperty_112","True"
"BiomedicalConceptProperty","VSPOS","49308549-cdef-42bf-8559-1b00da37aa35","VSPOS","True","","BiomedicalConceptProperty_113","True"
"BiomedicalConceptProperty","VSLOC","d30dba36-7018-48d7-b6a7-50ea736a378c","VSLOC","True","","BiomedicalConceptProperty_114","True"
"BiomedicalConceptProperty","VSLAT","15dffa17-57de-4bbf-9d0a-1972d506311f","VSLAT","True","","BiomedicalConceptProperty_115","True"
