"id","uuid:ID","value"
"Quantity_3","8b2c0871-1529-49aa-a892-f677674a1c98","1.0"
"Quantity_1","a8372b41-ac5a-427e-a62a-65459ecf2dc6","14.0"
"Quantity_2","fb0fc586-eb60-4519-ab85-d26cbe8fcd80","12.0"
"Quantity_6","7000422d-019b-49d2-9ee7-26393af30254","1.0"
"Quantity_4","4721a39a-9408-4af2-8d95-597b4b0933be","14.0"
"Quantity_5","d4980157-e22e-441c-b81c-153d6069ada0","12.0"
