"description","uuid:ID","label","id","name"
"","5dd1953d-65c9-4d36-8641-d60508331865","","StudyCohort_1","COHORT1"
"","d116144c-7277-4a4d-9f6c-69d1b5669b96","","StudyCohort_2","COHORT2"
