"instanceType","id","isApproximate","uuid:ID","maxValue","minValue"
"Range","Range_2","False","bce04edd-8280-419e-8c19-db03b0ef0ba7","300.0","300.0"
"Range","Range_1","False","09c92ef9-2f31-41ff-a556-1c5fa297a054","300.0","300.0"
"Range","Range_3","False","97a9f41e-19f2-4ea2-90c5-7b4e5c71e0c2","100.0","50.0"
