"uuid:ID","id","isEnabled","instanceType"
"b684a0ea-5255-4d7a-9c17-87f1ca55986e","ResponseCode_18","True","ResponseCode"
"e45b38b8-fa41-442f-a06d-4c83616e2b68","ResponseCode_19","True","ResponseCode"
"926b514c-e4d9-4870-a154-1b967e1f7124","ResponseCode_20","True","ResponseCode"
"5d15a679-dc2f-407e-a7f0-b9f2a7b06317","ResponseCode_21","True","ResponseCode"
"61792b13-ed07-41e3-8c24-cf9959fd29f4","ResponseCode_22","True","ResponseCode"
"a8662599-dee3-4669-bbd7-db6b173a862c","ResponseCode_23","True","ResponseCode"
"37a6a13f-c423-46bc-bd4b-c7cdbbffcb0d","ResponseCode_24","True","ResponseCode"
"fd98f064-f015-4ea4-84eb-b6665d10d8c0","ResponseCode_25","True","ResponseCode"
"a3e6ff02-586a-4c24-ae30-f61bc845afee","ResponseCode_1","True","ResponseCode"
"f798ac58-45bc-4a7e-8d07-44bea01fb62e","ResponseCode_2","True","ResponseCode"
"bbf3a8d1-fba6-4f62-bea9-7c1285175121","ResponseCode_3","True","ResponseCode"
"fc49bccd-a910-4e11-998d-ec86ff2861ff","ResponseCode_4","True","ResponseCode"
"c20340ff-2a06-46af-9579-06a68a3942d4","ResponseCode_5","True","ResponseCode"
"1fd13093-95e6-4278-a0fd-5db81cc4e908","ResponseCode_6","True","ResponseCode"
"0c528dd8-26e5-46d8-91f5-0b58c96eb6a5","ResponseCode_7","True","ResponseCode"
"4a079361-4956-4013-ac31-242d95771022","ResponseCode_8","True","ResponseCode"
"678a4986-c2f8-48a4-995c-cd563f046010","ResponseCode_9","True","ResponseCode"
"e8e9dacd-d1df-4793-826a-73296c700d86","ResponseCode_10","True","ResponseCode"
"4b39e8c4-3e6c-4559-a8e1-ace58eae7db0","ResponseCode_11","True","ResponseCode"
"fc9b0c9c-9d37-40b6-91d6-82a12d44d36c","ResponseCode_12","True","ResponseCode"
"898599a3-0818-4d8e-a0e0-8ee3e7c130a3","ResponseCode_13","True","ResponseCode"
"f879877a-ec12-450f-88b9-af1f36d923ad","ResponseCode_14","True","ResponseCode"
"73d1d2a5-9010-41bf-9c19-f035e3f7fc0c","ResponseCode_15","True","ResponseCode"
"650e0c7b-18c0-4bdc-8bec-1c4b28c0ae29","ResponseCode_16","True","ResponseCode"
"9235d184-6682-416c-ac13-db1b66d22654","ResponseCode_17","True","ResponseCode"
