"standardCodeAliases","id","uuid:ID"
"[]","AliasCode_1","c19d0e21-6443-41e7-9ac6-bb7508631f28"
"[]","AliasCode_4","cb503f4c-4efb-4cd7-a2d6-8ee8bd378f5b"
"[]","AliasCode_3","5131d099-b459-4456-802f-2990395043ef"
"[]","AliasCode_6","105d3c5d-abaf-494b-a400-fbd39bd86b2d"
"[]","AliasCode_5","7f08a702-15a9-40c3-9585-334339a590f7"
"[]","AliasCode_8","24e49f17-7d69-4539-90be-401f967aa2dc"
"[]","AliasCode_9","404bf1b8-1952-4bfc-8159-553f6db473f4"
"[]","AliasCode_7","9de57f58-34de-4302-ab65-5fff7df65efa"
"[]","AliasCode_2","ba07274e-23a3-4286-a654-2c32340d561b"
