"isApproximate","maxValue","uuid:ID","instanceType","id","minValue"
"False","300.0","c1c1e28e-8af0-4bf1-8886-fed853c97150","Range","Range_2","300.0"
"False","300.0","d4358cc1-b80a-47ec-89e6-910b5e9a4d9f","Range","Range_1","300.0"
"False","100.0","6406713a-fe70-46d1-9078-1b1e6e4404bc","Range","Range_3","50.0"
