"uuid:ID","id","otherReason","instanceType"
"c1de9364-78e7-433a-91f1-389c58ad4cad","StudyAmendmentReason_1","","StudyAmendmentReason"
"f5814f3d-ed6e-48d7-889c-86dbf5f4bd38","StudyAmendmentReason_2","Fix typographical errors","StudyAmendmentReason"
