"uuid:ID","isApproximate","instanceType","maxValue","minValue","id"
"7c2c57e2-3311-4a37-97ed-8289f126bad9","False","Range","300.0","300.0","Range_2"
"d3e2d4c0-328e-48bb-b737-41415bc43f85","False","Range","300.0","300.0","Range_1"
"769d5356-c726-41a6-a747-3b0f1f4ca43f","False","Range","100.0","50.0","Range_3"
