"id:ID","district","postalCode","state","city","line","uuid","text","id"
"475","-","4628","IN","Indianapolis","Lilly Corporate Ctr","dfb6aca3-47d5-46dd-b12c-aabe5d730ede","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America","Address_1"
