"state","postalCode","district","id","line","city","text","uuid:ID"
"IN","4628","-","Address_1","Lilly Corporate Ctr","Indianapolis","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America","e9599e55-65fc-4b87-b426-82ec964fb3f9"
