"uuid:ID","id"
"9f01e21f-2d5a-4df6-aa64-0f046a2242b2","StudyCell_1"
"ce0b899c-61de-4244-8ba0-96b41feea778","StudyCell_2"
"0d8072fe-639e-485e-9754-cd100e1bb980","StudyCell_3"
"da6a2656-d224-4e22-abe7-171dbe21d881","StudyCell_4"
"ad770bc2-ec97-49a3-8cd0-6532260a05fa","StudyCell_5"
"1d57a91c-6e0e-4f87-b22d-01cc2ebb2c98","StudyCell_6"
"cd6c879f-c950-41df-98f1-dbbc7c21829e","StudyCell_7"
"db1b0a05-ca9c-48f9-85cf-9e74eb03161b","StudyCell_8"
"af6fdc26-6cbf-4a42-ba68-b0f5252440fa","StudyCell_9"
"66864341-6acf-406a-88f6-29e57f3eeb5b","StudyCell_10"
"e43177fa-d07b-4ed7-8837-0b5de4ee8a60","StudyCell_11"
"cc19a299-24c9-4bfe-835c-eaaeaa989411","StudyCell_12"
"f247ce93-ce60-4e46-b6ce-651f36b3e59b","StudyCell_13"
"b3de7325-48cc-489f-947a-0aeb55cf27a0","StudyCell_14"
"41f8f756-2404-4f19-b293-243e8ad75836","StudyCell_15"
