"uuid:ID","city","id","text","state","postalCode","district","line"
"eaee6579-534c-47a5-9454-0515f056994c","Indianapolis","Address_1","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America","IN","4628","-","Lilly Corporate Ctr"
