"id","uuid:ID","standardCodeAliases"
"AliasCode_1","a69a7592-1f3e-4ae6-bc7e-a70619a04a5b","[]"
"AliasCode_3","341e1475-0deb-4d91-98fb-e5bfe25c6290","[]"
"AliasCode_4","59c74940-8166-4109-bf9b-333f086e0781","[]"
"AliasCode_109","512da798-85f2-451f-a8f5-df586ec8e468","[]"
"AliasCode_110","fdcd6f39-845c-492c-bc03-9c6558a8f81c","[]"
"AliasCode_111","cd5bf5e2-11b3-422f-9b57-3c99d59baa24","[]"
"AliasCode_108","26de8fc4-83df-4d66-aadb-c8d1eb68313a","[]"
"AliasCode_113","cd202b44-1955-4f11-913d-1323cb985745","[]"
"AliasCode_114","eb0edc9b-4801-4c2c-bca6-f8fe053f85cb","[]"
"AliasCode_112","04c08fad-54e9-4115-9b1b-5d4f5948afa9","[]"
"AliasCode_116","03231b97-5265-4774-bb26-bb83a5ebf6e4","[]"
"AliasCode_117","181c6b19-d207-470e-8a87-8dae66bf6689","[]"
"AliasCode_115","ff6fce20-98d6-465e-98ed-ab2aa5cc3e7c","[]"
"AliasCode_119","2f16bfeb-2f3a-498a-ba64-8561e57a8986","[]"
"AliasCode_120","d3894744-d957-4df2-85be-d2984a8abd3c","[]"
"AliasCode_121","5464be95-6941-4d9f-b101-161253656431","[]"
"AliasCode_122","d28d011e-c9ab-4752-af90-0e08fb77bd2a","[]"
"AliasCode_118","1ca3033a-b4e1-41a9-9678-fe40394dbbaf","[]"
"AliasCode_124","7b69b32a-43ee-468f-a06f-13668fda8cc8","[]"
"AliasCode_125","cc7f8b43-c3ce-47c5-8893-625daf52a722","[]"
"AliasCode_126","dafbf1fe-8b7f-4856-a083-113d66ca3bf3","[]"
"AliasCode_127","b82b4eb0-ab63-441f-98a0-61e83c9fac21","[]"
"AliasCode_123","9771aedd-55b3-470d-bbfc-21bc22104091","[]"
"AliasCode_129","fc6d880d-4296-40fb-a5c0-dc64f48361d2","[]"
"AliasCode_130","edad08e1-8b01-4032-a21f-a5565f6020a7","[]"
"AliasCode_131","410d0da1-c641-49fc-8128-8b0f5a8c474d","[]"
"AliasCode_132","79a65029-9f89-4e79-b0e3-0dc5307a9390","[]"
"AliasCode_128","a0274a7d-9b9f-4250-9d1b-e39c9cb34146","[]"
"AliasCode_134","833c8b2c-f37d-46b4-a798-95fdad229937","[]"
"AliasCode_135","1596c2f3-c1b4-434c-91db-0062e89f5579","[]"
"AliasCode_136","40a6eece-52c7-4184-a3cb-17f37a0d4ed2","[]"
"AliasCode_137","69b23108-711a-4273-a44a-02cff252664b","[]"
"AliasCode_133","15ca14db-5cdb-4a17-a00d-d8f7f8ea618d","[]"
"AliasCode_139","c347d4d8-c846-4bfe-9ee5-5581d0ce4fe0","[]"
"AliasCode_140","01a43cdb-a2dc-4c19-bea5-9c825112ec36","[]"
"AliasCode_141","798a98ac-5383-4193-81a7-def46d42a92b","[]"
"AliasCode_142","86ae3398-2587-4805-8f4d-db98dc68a8dd","[]"
"AliasCode_138","ab33c669-5858-457e-a9e3-6c1b3202868e","[]"
"AliasCode_144","67a6b482-5221-48e2-bcba-292e925a3d8d","[]"
"AliasCode_145","17a200df-ae4c-44f1-a48f-4568430beca5","[]"
"AliasCode_146","00ad0e01-a6f5-4d45-965c-7c4955408575","[]"
"AliasCode_147","6b9c5c27-e8a8-4fb1-a0c1-0031430099bd","[]"
"AliasCode_143","f0522c56-1ae8-4c5a-9ce2-dacbd0eaf9ee","[]"
"AliasCode_149","f8e193bf-1a63-47e6-b47a-cec1621044e3","[]"
"AliasCode_150","49938ee1-bd12-4586-9633-004df99dd866","[]"
"AliasCode_151","a91589d2-d999-425b-aec5-f528ff906225","[]"
"AliasCode_152","be248c61-7cb2-4065-ad11-d25425baa049","[]"
"AliasCode_148","5991052e-d319-413b-af40-e3ef6811c836","[]"
"AliasCode_7","3f115af5-4745-4ea2-9aad-5e22041fc0ea","[]"
"AliasCode_8","70d3b285-f0b2-4c12-87c6-513e20170df7","[]"
"AliasCode_9","ad61636b-b48e-4bdd-83cc-1d1fed866766","[]"
"AliasCode_10","c80eab0b-92e9-445a-b066-56d40bc2aa6d","[]"
