"name","label","description","id","instanceType","uuid:ID"
"IE_Dict","IE Dictionary","Dictionary for IE","SyntaxTemplateDictionary_1","SyntaxTemplateDictionary","c163fefe-3b4f-4c83-8bad-976f8ac129dd"
"AS_Dict","Assessment Dictionary","Dictionary for Study Assessments","SyntaxTemplateDictionary_2","SyntaxTemplateDictionary","0f7c8407-c08e-48d0-ad90-c0c3df3f9bcd"
