"uuid:ID","id","instanceType"
"6bc9e98a-1852-4ce8-a2ac-8f0e6e1d914c","StudyCell_1","StudyCell"
"abdf3dc2-4d3e-4d51-9b2c-94a3e4f5825e","StudyCell_2","StudyCell"
"d0f72ef9-bcc1-450d-8397-97b099cdf90e","StudyCell_3","StudyCell"
"6c7810e0-ba66-4ac1-b54a-b4d1358acad6","StudyCell_4","StudyCell"
"5e60e23b-1378-4413-b0d3-9f8004cdb2c4","StudyCell_5","StudyCell"
"13c00639-0509-42c9-9c6f-f66acfe29d02","StudyCell_6","StudyCell"
"40d273e1-0960-42f2-a32d-1fca4e9a1c11","StudyCell_7","StudyCell"
"c1a7ae21-6f68-405c-b01e-e4eea02b1e8f","StudyCell_8","StudyCell"
"effb9570-6d75-4ae1-a83f-b2ec3c968929","StudyCell_9","StudyCell"
"1b3073d5-72f5-45d2-9200-c6313ac2c8a3","StudyCell_10","StudyCell"
"a6a7acd6-77d4-4228-a04e-342a2c552921","StudyCell_11","StudyCell"
"3635f39d-d68a-454f-b6c3-239c69a16de7","StudyCell_12","StudyCell"
"e4afb2d4-de16-483c-90c7-5dec4c3999ec","StudyCell_13","StudyCell"
"cd12885c-f004-4a56-b22e-4225c08376f3","StudyCell_14","StudyCell"
"d33319f9-239c-4526-b078-895bb77db6eb","StudyCell_15","StudyCell"
