"line","uuid:ID","id","district","state","text","city","postalCode"
"Lilly Corporate Ctr","b03f718e-8181-491e-9e42-47d7fe74218c","Address_1","-","IN","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America","Indianapolis","4628"
