"uuid:ID","id","value"
"b0298558-e9c6-4d3c-ad4f-dd3c30e83fd2","Quantity_3","1.0"
"d6984d44-713e-4fcc-90ef-2c8b447d14e0","Quantity_1","14.0"
"d70f276b-1e7f-43b7-95dc-9185acefadb8","Quantity_2","12.0"
"0eed3bbb-eefd-4cc4-85af-f85c69c70940","Quantity_6","1.0"
"afd46651-f284-49d9-8457-bd803638c910","Quantity_4","14.0"
"a1ab9cb8-1267-4eaa-90c1-67b59976039d","Quantity_5","12.0"
