"uuid:ID","maxValue","minValue","id","isApproximate"
"a3bf003a-1041-4388-9e3c-da30767abd90","120.0","120.0","Range_2","False"
"25f6dc49-7857-4886-a1e5-d6930afe88cf","100.0","100.0","Range_1","False"
