"id","name","text","label","description","uuid:ID"
"AnalysisPopulation_1","AP_1","ITT","","","db684de0-d6f3-4d9c-9c10-03c30b373451"
"AnalysisPopulation_2","AP_4","ITT","","","c621f080-344d-4421-af26-5657e5961af8"
