"uuid:ID","name","instanceType","id"
"a6fd74a6-fdf2-4c01-9ade-73b0c40a7088","Study_CDISC PILOT - LZZT","Study","a6fd74a6-fdf2-4c01-9ade-73b0c40a7088"
