"minValue","maxValue","id","uuid:ID","isApproximate","instanceType"
"300.0","300.0","Range_2","207dbcba-769a-4242-9c92-3b300473df28","False","Range"
"300.0","300.0","Range_1","c73c41c8-ba7d-4047-82be-f9c80fda9d9d","False","Range"
"50.0","100.0","Range_3","2cfe61c0-7e74-466c-bcec-3c4c587af198","False","Range"
