"id:ID","state","uuid","district","postalCode","city","text","line","id"
"475","IN","e795c560-2923-4291-92d4-799021135737","-","4628","Indianapolis","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America","Lilly Corporate Ctr","Address_1"
