"id:ID","uuid","standardCodeAliases","id"
"314","651e351a-b7da-40a1-88ed-6a60ed058c85","[]","AliasCode_1"
"315","5b50bdc7-3202-49b8-8ce5-203f4719a887","[]","AliasCode_3"
"316","6f20aa01-00ca-40b7-be03-f9f8039017a4","[]","AliasCode_4"
"317","c5281e5c-2835-489f-84a1-0675418333c5","[]","AliasCode_109"
"318","f1ef2a6d-b4a2-4799-baaf-36862751f12a","[]","AliasCode_110"
"319","5e042b05-68ea-4d4b-9672-10af4a93b5f0","[]","AliasCode_111"
"320","aa7e329a-8d7f-4f62-87a8-83533b1ca8ed","[]","AliasCode_108"
"321","ea5db1c4-915b-44b0-95a4-b692581205ac","[]","AliasCode_113"
"322","3c8eb70a-b501-472e-9099-26ac753f409e","[]","AliasCode_114"
"323","1a16d926-c34d-4be5-8a34-bd54a5421786","[]","AliasCode_112"
"324","ced94032-8c3f-4146-b73b-37b8eb019962","[]","AliasCode_116"
"325","cb5f4ea4-dd88-4d18-a56b-722ceb7c9004","[]","AliasCode_117"
"326","69bcbb9f-e70c-4056-9da3-fb14c657fa31","[]","AliasCode_115"
"327","aca59ad1-f60c-4c78-b7ea-b1f07e05516f","[]","AliasCode_119"
"328","32159703-924c-4c61-a0a1-f09391f0b0b6","[]","AliasCode_120"
"329","f4f8d4c8-1742-4f96-b22d-9f39ee8d6492","[]","AliasCode_121"
"330","359dd247-e396-4ade-933d-c5698d05095e","[]","AliasCode_122"
"331","e776bca1-4a0f-40c6-80d0-532af595b16c","[]","AliasCode_118"
"332","1a21522f-bcec-46b6-a478-be8eb9abfb4d","[]","AliasCode_124"
"333","d5806c33-8f33-4f17-9401-b1e97d6fd133","[]","AliasCode_125"
"334","92b80bef-d95c-4372-897f-d7dd6847428d","[]","AliasCode_126"
"335","f2c8fd4f-fe1c-4fc0-b20e-2a0b4c34bd18","[]","AliasCode_127"
"336","ef6b9b38-d1ae-472a-8745-ac1ef54af35a","[]","AliasCode_123"
"337","2049123e-57c0-4ddf-8d36-d9cf50b72325","[]","AliasCode_129"
"338","270dd232-e11d-4935-97cc-822968441b35","[]","AliasCode_130"
"339","0e1397e9-010c-45ff-bce0-46a0682eaef8","[]","AliasCode_131"
"340","d5c28ec3-0f24-4248-a7d2-4121917ff8a2","[]","AliasCode_132"
"341","aca129c2-0ce6-47a7-881f-4dcaf2471975","[]","AliasCode_128"
"342","734b6db7-e221-4ae8-95c1-eed78c994f9c","[]","AliasCode_134"
"343","f6db11cf-dffb-425e-a393-316bbfb64e38","[]","AliasCode_135"
"344","514165ec-2513-4df6-987d-01612f0564dd","[]","AliasCode_136"
"345","71542732-2ec4-4f11-a80d-82e8b8fc856f","[]","AliasCode_137"
"346","0f00f0b5-14e5-4982-8bb0-f2b02328177e","[]","AliasCode_133"
"347","b9bde765-11f7-4afd-a368-7b2546e0a2c8","[]","AliasCode_139"
"348","b695daaa-3d66-4458-9888-7ad16b744e86","[]","AliasCode_140"
"349","aafc6f58-ff92-46b4-91aa-55a8fc8fa63f","[]","AliasCode_141"
"350","963fe09f-bcc6-401e-9ac5-56253850ab49","[]","AliasCode_142"
"351","2b79c604-364b-4dee-916b-1a5b3b45037f","[]","AliasCode_138"
"352","d867e82c-b0fe-43f7-9cdc-9a67d4cc0d42","[]","AliasCode_144"
"353","48a1dc33-033b-44f1-ae8b-52856b1c0723","[]","AliasCode_145"
"354","24ebf9ed-40b7-4ecf-b074-993e02f4cbd4","[]","AliasCode_146"
"355","80f8091e-8587-47be-8ea7-3809cfd71fd2","[]","AliasCode_147"
"356","018a9c1a-9fa1-46a0-9134-727d534ac7f1","[]","AliasCode_143"
"357","f816acf1-f53f-4203-8f35-f7dcc708cd2b","[]","AliasCode_149"
"358","f89d0f53-fbd1-4b13-a4f7-1b828149d91c","[]","AliasCode_150"
"359","770d357e-c845-4de0-a21d-30c80d3dff7c","[]","AliasCode_151"
"360","78bda996-1243-40f8-9bd2-b9137e134f9c","[]","AliasCode_152"
"361","02ba8f70-3f06-4b6b-a918-629aa95ad7a0","[]","AliasCode_148"
"362","448ac21a-9361-4d68-9673-2e00454d4275","[]","AliasCode_7"
"363","4679c3a8-8ed7-4569-8df5-7b5cb66c5ec9","[]","AliasCode_8"
"364","95450f5c-1829-4ed0-ae21-0a0f2185fedc","[]","AliasCode_9"
"365","69223741-b16f-4088-a229-3833a08317f8","[]","AliasCode_10"
"366","ccac287a-1932-4303-a9ce-67a8e020365a","[]","AliasCode_11"
"367","1bf1f174-b67b-43f3-8e92-93790b8b7e78","[]","AliasCode_12"
"368","3bde04bf-d704-4c53-824b-7766eb124fc9","[]","AliasCode_13"
"369","2df20311-1eab-4b07-b4f5-2d01a9025311","[]","AliasCode_14"
"370","b0f32fb4-e560-4118-a5cf-c44278d5603a","[]","AliasCode_15"
"371","f7fd0f6d-31f3-40bd-bc61-ab09d654388a","[]","AliasCode_16"
"372","4181f9e9-344c-48a6-9c1c-983cd8ee3814","[]","AliasCode_17"
"373","6ff102a7-31f0-48fd-b99b-90c98a83b427","[]","AliasCode_18"
"374","3830fed6-248f-40fc-bfee-d1ae9e9fe384","[]","AliasCode_19"
"375","fbe56500-cc0b-4912-b874-069ef32221b8","[]","AliasCode_20"
"376","4fdfe7aa-bb9b-4106-a8f0-fbb7684ee3a0","[]","AliasCode_6"
"377","2e0c5d4f-ad8c-4eb7-a5cf-cd73192b0017","[]","AliasCode_22"
"378","abb80fe0-49cb-4c08-8f9c-f6f7b6d265c5","[]","AliasCode_23"
"379","7d318c38-15a4-4671-a13a-f6c9942f663f","[]","AliasCode_24"
"380","705c6172-80ed-4774-96ff-4aea83550c89","[]","AliasCode_25"
"381","5c1830b6-e1e8-494b-b3d2-d1013e47fb86","[]","AliasCode_26"
"382","0f96a7ad-24b5-4016-bc5c-643279c60eec","[]","AliasCode_27"
"383","06a5aee1-9c5f-4233-96a2-7f8fc9ecf3b2","[]","AliasCode_21"
"384","28ee001b-0816-461d-9bce-2c0be5f0fe43","[]","AliasCode_29"
"385","f09f72c3-bb3c-4aca-ae9c-5078856f4f3d","[]","AliasCode_30"
"386","9cfa00d2-98cc-4cfd-a91d-bd80b47df323","[]","AliasCode_31"
"387","a25d2b2b-386c-4dec-8ae3-28aae6727d16","[]","AliasCode_32"
"388","ee1bf2cc-2123-4390-93fc-b2142f61e413","[]","AliasCode_33"
"389","84d1063d-e260-4021-abc9-da6a0f8dbb1c","[]","AliasCode_34"
"390","dd2b70f3-aaa1-4f0b-b45e-31914ab13a0d","[]","AliasCode_28"
"391","db90b824-0cfc-46a0-883c-715f1ddea386","[]","AliasCode_36"
"392","2ef23ffc-a1bc-4797-82b2-ad51aedd190d","[]","AliasCode_37"
"393","6569aefd-42f3-4656-a45e-6a727f6c56e3","[]","AliasCode_38"
"394","13e73d7b-1657-489f-90b2-c0182bcf6da3","[]","AliasCode_35"
"395","07a2be80-9e78-4a2d-bd87-6f35ca34ee09","[]","AliasCode_40"
"396","dc028704-0282-4c5a-ae9b-046558c82eab","[]","AliasCode_41"
"397","d6b0a780-9eff-40f7-8a17-23a7aff9cb58","[]","AliasCode_39"
"398","5d1a84e6-143e-4dc9-9959-035ea1668a6e","[]","AliasCode_43"
"399","dd1ae3da-5446-4ec8-b8e6-924dff1f104e","[]","AliasCode_44"
"400","2e53d836-090d-477c-a186-19df00b96b47","[]","AliasCode_42"
"401","8ecb1ed8-90e3-44a2-8626-bbe66a2e003d","[]","AliasCode_46"
"402","f6618094-567c-41e6-83fd-4a8fb7915e94","[]","AliasCode_47"
"403","35090045-6dbe-4151-ae20-5931335d482d","[]","AliasCode_48"
"404","b81bf130-8c5a-42b3-8e05-dde12128d21d","[]","AliasCode_49"
"405","5f0a9cdb-efdc-43e7-a501-a5f97e9bbf21","[]","AliasCode_45"
"406","8588f867-e0f9-49ec-b3b2-b0cd98637ab6","[]","AliasCode_51"
"407","1bd33567-581e-4080-8d47-754d897ff9c3","[]","AliasCode_52"
"408","27da6510-4e45-4f7b-aa0e-e0c3123031da","[]","AliasCode_53"
"409","08f0513e-9d70-4651-80f7-827c6c853798","[]","AliasCode_54"
"410","93fee6e8-aa35-45fa-85af-9b62b58aa5db","[]","AliasCode_50"
"411","d7851ecb-22f8-4783-83dd-e03531121dab","[]","AliasCode_56"
"412","97c560e8-6c50-43ab-a8b8-0d3375e2097b","[]","AliasCode_57"
"413","d8b55938-6df0-4cf4-974a-a41b61c7926e","[]","AliasCode_58"
"414","16a1b61f-cbb4-4b8a-a00e-1aec16dfd998","[]","AliasCode_59"
"415","77ced91c-4d61-45eb-9093-df6133348809","[]","AliasCode_55"
"416","a5c508d5-6c01-43e4-9cd9-bfe7add3a6b5","[]","AliasCode_61"
"417","ba559544-b7d5-4852-968f-0bb1acb13e9b","[]","AliasCode_62"
"418","086e291e-2b13-4c0b-96db-912edc4e33cd","[]","AliasCode_63"
"419","002be262-f495-43d9-914a-cbefacdb1d5e","[]","AliasCode_64"
"420","875548d7-511c-48c6-b650-cf220beeaee9","[]","AliasCode_60"
"421","9b9c217d-0bdf-492e-85ee-8cc970ed2f2f","[]","AliasCode_66"
"422","fd3dead0-7643-4cda-89ab-10ac481dce64","[]","AliasCode_67"
"423","3ba4d3d9-80a5-4bfc-a9a7-2cad4e782b64","[]","AliasCode_68"
"424","a00c16bf-9089-4f3c-bbd0-ca2a5b4bb6f0","[]","AliasCode_69"
"425","f58f0dc5-1852-4aab-a54b-602cd21ba1f4","[]","AliasCode_65"
"426","797db4dd-065f-4469-bc3f-c6b69f755a75","[]","AliasCode_71"
"427","ea56a749-ac32-4cd8-9659-712ed456b794","[]","AliasCode_72"
"428","a07fc6d9-4380-4f70-8ab9-3cdc05fd688b","[]","AliasCode_73"
"429","7b43a68b-39f3-46a0-be2c-c2e6566e19fb","[]","AliasCode_74"
"430","9f5243c4-f649-467c-95aa-b510b3d4cd6f","[]","AliasCode_70"
"431","945d16b9-2deb-4504-a67c-69188dfbe42a","[]","AliasCode_76"
"432","41d5a822-cd8a-425a-ad76-2ed70c8877b6","[]","AliasCode_77"
"433","29f43d3f-4997-4965-80b6-ee3a2b8630f8","[]","AliasCode_78"
"434","8b536d19-0534-4acb-8c6c-a29b398b26b4","[]","AliasCode_79"
"435","3c79cd06-9a70-4267-bf8c-2875ffaa33d8","[]","AliasCode_75"
"436","32460133-c4b9-40b4-a83f-0f6c4cbeaf28","[]","AliasCode_81"
"437","0d6eb3af-78b1-4190-9d07-60636c9f270f","[]","AliasCode_82"
"438","06ba970e-51c1-472c-a500-174f965e56f4","[]","AliasCode_83"
"439","6ffcd7bf-ae49-4500-8a1c-37f58ad62a2f","[]","AliasCode_84"
"440","b28c7d7f-94b4-4111-bb18-ff9cb30dcc62","[]","AliasCode_85"
"441","c0776dd5-4c25-408b-a653-85e03f23edfd","[]","AliasCode_86"
"442","fb54429c-2fce-4b8c-acf1-6d94a109df63","[]","AliasCode_80"
"443","7fa61709-4587-4d89-b00a-62cb8575535c","[]","AliasCode_88"
