"description","label","name","id","uuid:ID"
"","","COHORT1","StudyCohort_1","133d8ec1-7b91-4413-a311-7261ba83cac8"
"","","COHORT2","StudyCohort_2","6edf83b7-33a3-41ed-be99-34cd0d74464b"
