"value","uuid:ID","id"
"1.0","da08e82b-510f-4be7-8b7e-93134b39df46","Quantity_3"
"14.0","c7315c08-c59a-4c40-9c85-4648ef72a525","Quantity_1"
"12.0","53dab7cd-5175-448e-970e-96dba8667dc0","Quantity_2"
"1.0","95f05a59-0d9c-47a9-98b8-2bf48afb71f3","Quantity_6"
"14.0","98d5bced-821b-4d02-bb85-2655ab40f94a","Quantity_4"
"12.0","c758d8f9-4d27-4151-ab47-0dfc5c307d0e","Quantity_5"
