"isEnabled","uuid:ID","id"
"True","e8f75953-d666-42d3-9cc4-cfa6a1e68984","ResponseCode_1"
"True","51dcf427-69b8-4557-9043-61ab2b22e73c","ResponseCode_2"
"True","45776f98-9a1c-4c18-836d-0f96f80aee3c","ResponseCode_3"
"True","36b3fd08-9be9-4024-8409-37aa704658ac","ResponseCode_4"
"True","41fb64ac-bdd2-4e2f-a7fd-d07368cacdab","ResponseCode_5"
