"minValue","isApproximate","id","uuid:ID","maxValue"
"120.0","False","Range_2","0cc4ed7e-0126-4e67-a3bd-d3026a4d9fde","120.0"
"100.0","False","Range_1","2dd3ca05-976e-4bed-89ba-68c3b83519a5","100.0"
