"uuid:ID","isApproximate","id","maxValue","minValue","instanceType"
"968043d1-da85-47cc-9286-ef3641f5cdd2","False","Range_2","300.0","300.0","Range"
"5aa70601-cf92-43b1-8673-5ec90df3146b","False","Range_1","300.0","300.0","Range"
"40946185-a5f4-4652-89eb-48bd28ef9980","False","Range_3","100.0","50.0","Range"
