"text","line","postalCode","state","uuid:ID","district","id","city"
"Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America","Lilly Corporate Ctr","4628","IN","4c1c7558-4042-45ea-9312-a845aa6c4256","-","Address_1","Indianapolis"
