"id","uuid:ID"
"StudyCell_1","adbd2a92-cb5a-4a7f-a514-94f126e293e7"
"StudyCell_2","e1c9bae6-455c-4e06-b123-cb0341cff5d0"
"StudyCell_3","dd50e2b3-b339-4ad8-bf16-0363e844c02b"
"StudyCell_4","586e0647-9589-440f-a57e-d5c218f661ff"
"StudyCell_5","07861559-ec65-4279-91b3-3fef4d12811d"
"StudyCell_6","ee956c59-5ba8-4ddd-99e5-176fb4ae4a2f"
"StudyCell_7","75c40f98-954d-4612-8689-eabf68421f8b"
"StudyCell_8","f737d5d6-af1a-4101-9fcb-ef8c2056b065"
"StudyCell_9","fae2d370-fa23-4c01-bde3-5db59b1d6b72"
"StudyCell_10","9d1657f7-0143-4421-9026-41f466defec3"
"StudyCell_11","bccdbfc2-a148-4e38-b00e-abcf541e879f"
"StudyCell_12","1defe2eb-d5bb-43b9-b1a2-9acbcfa320e8"
"StudyCell_13","2793c6d5-edda-42d3-97b2-466e9fedb5a2"
"StudyCell_14","884e1cc4-9623-421f-a992-179b98b74198"
"StudyCell_15","1bc588f1-bc3d-43f9-be1d-242cb85b3fc5"
