"value","id","uuid:ID"
"1.0","Quantity_3","5f9de771-4446-4c39-a18f-083b1e95dca7"
"14.0","Quantity_1","5582253a-6e56-4939-8b20-bad466f4abf5"
"12.0","Quantity_2","04309e0d-027b-4e45-9203-5cd809d16bff"
"1.0","Quantity_6","16d5a4bd-69ad-44e7-9071-bf8a2542dac8"
"14.0","Quantity_4","f86c4e52-149a-4a66-b72b-33fb5bc8d6f3"
"12.0","Quantity_5","c15d3ed5-0963-4375-a130-3d86286ff326"
