"id","label","name","uuid:ID","description"
"StudyCohort_1","","COHORT1","b9a91e25-617d-4093-aa97-a2ef83c0e351",""
"StudyCohort_2","","COHORT2","a3b309a1-1225-4c36-9f93-c4cc8d317f64",""
