"id","instanceType","uuid:ID","otherReason"
"StudyAmendmentReason_1","StudyAmendmentReason","f0dabebe-9345-424f-adc5-7fe0c4735bb0",""
"StudyAmendmentReason_2","StudyAmendmentReason","94522b5e-46d1-4f81-8c63-cf79cf88b844","Fix typographical errors"
