"id:ID","text","line","postalCode","city","state","district","uuid","id"
"475","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America","Lilly Corporate Ctr","4628","Indianapolis","IN","-","28399102-eaf8-411a-8318-8ebfb3065752","Address_1"
