"label","uuid:ID","description","name","text","id"
"","2319eabe-db02-46d6-bb06-cc85a326b2d2","","AP_1","ITT","AnalysisPopulation_1"
"","3492f7e1-53b1-464c-8b4f-2edd77a9b92d","","AP_4","ITT","AnalysisPopulation_2"
