"uuid:ID","id","standardCodeAliases"
"fd49069b-a205-49fe-8a1b-77438c873db4","AliasCode_1","[]"
"9b493ccb-1aa2-4d69-8df9-5b70041c4fea","AliasCode_4","[]"
"8f32773f-5d20-4748-9c23-e00cd7c6281d","AliasCode_3","[]"
"fcee2105-011e-4d36-b059-13c69d8ed102","AliasCode_6","[]"
"2958dd4f-e41e-40af-81e0-3e61a647775e","AliasCode_5","[]"
"b860b6c7-f21d-43c6-8cdc-ba4d4bd455a0","AliasCode_8","[]"
"e82681f9-3218-4ff4-afa0-61de7934819f","AliasCode_9","[]"
"60835f4e-c879-49e7-81ac-90dae32059ef","AliasCode_7","[]"
"cb4c0bff-d669-4dd8-a6a5-ad05b8b89ee6","AliasCode_2","[]"
