"uuid:ID","maxValue","id","minValue","isApproximate","instanceType"
"bc59ce19-f3e4-4638-936f-59c23ed700a0","300.0","Range_2","300.0","False","Range"
"4515e6b3-64ba-4399-b382-742f2e0cdf05","300.0","Range_1","300.0","False","Range"
"54a36d78-8fbc-4041-a6e2-5f3bdcabda2b","100.0","Range_3","50.0","False","Range"
