"id","instanceType","otherReason","uuid:ID"
"StudyAmendmentReason_1","StudyAmendmentReason","","b88e7ac9-443b-442b-958b-8f877b36db7d"
"StudyAmendmentReason_2","StudyAmendmentReason","Fix typographical errors","289d5586-c224-493f-b5c9-dc87acaef954"
