"maxValue","minValue","instanceType","uuid:ID","isApproximate","id"
"300.0","300.0","Range","77dc81d8-13f6-4fb4-96e8-f890a91038a7","False","Range_2"
"300.0","300.0","Range","0934f4b9-030b-4094-9220-bb064105ac45","False","Range_1"
"100.0","50.0","Range","5374c9d5-bb1b-49f9-8b37-70a318a2db02","False","Range_3"
