"responseCodeEnabled","id","uuid:ID"
"True","ResponseCode_1","d8fe7c53-d31d-4aa5-b4cb-04016452bf87"
"True","ResponseCode_2","6126993f-a3f9-464e-aad1-c753e3e1f93c"
"True","ResponseCode_3","9ae4f943-7ca3-4af8-81cb-ade4e3e813dc"
"True","ResponseCode_4","8e3dfdf3-0046-4dd4-aa72-370a489531cd"
"True","ResponseCode_5","7cca8974-f350-4f5e-9b6f-a8750b4e7636"
"True","ResponseCode_6","013b693b-fa0f-4548-b1cf-5caed1cd1e00"
"True","ResponseCode_7","6014cbfe-052f-41e7-875b-4450a4ddeb45"
