"label","description","name","uuid:ID","id","text"
"","","AP_1","57a9b8d1-6534-4090-83d5-e4e5dc8f3cf3","AnalysisPopulation_1","ITT"
"","","AP_4","c3f94611-187c-4981-a587-110bdd1bcddb","AnalysisPopulation_2","ITT"
