"uuid:ID","standardCodeAliases","id"
"dd7a313b-26a6-4d6c-bc9e-f2939fab3c72","[]","AliasCode_1"
"848fcc97-267c-49ef-9449-f773da76eb8a","[]","AliasCode_4"
"7f25f653-ca17-4eac-b486-bf0140f884cb","[]","AliasCode_3"
"44f13df8-c39e-4709-9b9a-cde2497ce27c","[]","AliasCode_6"
"86fdb203-6d44-4147-a1ea-b41e2503d14f","[]","AliasCode_5"
"4cf48fc3-b4b2-4d2d-bab7-8799d9d8df61","[]","AliasCode_8"
"ef0e8d8a-ee8d-400f-ab95-08a84b78487b","[]","AliasCode_9"
"ed9ac5a3-51fb-4023-beb7-93c00938f16f","[]","AliasCode_7"
"acd9c885-41dc-4afa-820a-085c4c079e12","[]","AliasCode_2"
