"id:ID","standardCodeAliases","uuid","id"
"424","[]","588a39cd-fff9-4fab-9a5b-c2afa7543241","AliasCode_69"
"425","[]","9fd21196-7fd6-41cc-946b-5a19667c66c5","AliasCode_65"
"426","[]","45d47217-85b6-41f0-8cd0-34e557590785","AliasCode_71"
"427","[]","3c4548ed-ebbc-40be-8740-01fbd5cfc248","AliasCode_72"
"428","[]","15a89629-5d36-4e2e-b679-0976cc2117c9","AliasCode_73"
"429","[]","2424efa4-1dd0-4094-a94b-b64183e6b8c3","AliasCode_74"
"430","[]","1fa78c22-fcf5-479f-bb9f-5ae06bba23fb","AliasCode_70"
"431","[]","1ba28ec8-caae-4cc1-b13e-29b4d7c9faa4","AliasCode_76"
"432","[]","2d2203b4-4804-4e17-9152-225ccc71da9f","AliasCode_77"
"433","[]","6bdd1d48-d8b8-48ff-b3c8-be7b936a194d","AliasCode_78"
"434","[]","1857a4e7-bda7-4830-b2c0-b9814fe00ffe","AliasCode_79"
"435","[]","3944596a-52ac-40bf-a608-70a5bea74f95","AliasCode_75"
"436","[]","66ea0e46-98ef-4556-9b05-2de94fc8c3fb","AliasCode_81"
"437","[]","e385623c-e2ba-4ab1-81d4-6b421f593af8","AliasCode_82"
"438","[]","14ae5837-e8eb-489d-a1e0-942255e4d68f","AliasCode_83"
"439","[]","5e7b998b-3100-499e-b38f-b3a1a3275910","AliasCode_84"
"440","[]","f9769b94-82d2-498c-9081-5b5ac662bd1a","AliasCode_85"
"441","[]","7c021792-524e-4ac3-8dd7-96343c3424ff","AliasCode_86"
"442","[]","cdf10671-da27-44ca-9bcd-c40c0762a1b8","AliasCode_80"
"443","[]","c61a75c5-6080-4f32-a4fc-a44bc6bff3b6","AliasCode_88"
"444","[]","16de289e-951b-4e86-a64b-f93fab90b746","AliasCode_89"
"445","[]","c34bee55-3bf1-4f92-94d0-9ee31e793397","AliasCode_90"
"446","[]","d4de980d-e67f-42d0-a7e4-a7aa6d3f56c7","AliasCode_91"
"447","[]","bb36d026-e687-44ca-a3fd-57f1ac91abd5","AliasCode_92"
"448","[]","26635258-e663-4718-b073-7c748186d392","AliasCode_93"
"449","[]","23bedc69-2ca1-4126-9868-9ef08b6e0b6b","AliasCode_87"
"450","[]","0df3acb0-d50f-41cd-9125-8871584d454b","AliasCode_95"
"451","[]","d39cbc03-4580-432e-834c-d8036ad29148","AliasCode_96"
"452","[]","5d409ba8-9227-49fa-b1b4-db6e042131dd","AliasCode_97"
"453","[]","d0ab451c-b074-43ed-bd6a-ee6fe92f2f4d","AliasCode_98"
"454","[]","810407be-607c-4c37-ae9e-d2470b7ae1bb","AliasCode_99"
"455","[]","1d7e9b15-92ea-4aaa-af71-066b4979509f","AliasCode_100"
"456","[]","99dd8a51-8c64-4070-8134-f0a507ddbc2a","AliasCode_94"
"457","[]","659f742f-64b4-4435-92af-23dbc830c77d","AliasCode_102"
"458","[]","74e01883-40fb-44b0-81b0-9fb1f62260c4","AliasCode_103"
"459","[]","2575b50e-0fd4-49f0-8096-549954f88528","AliasCode_104"
"460","[]","53c06d3f-5b92-4661-a271-571fb96d5510","AliasCode_105"
"461","[]","a0a22c5d-7a59-4ef6-b63e-27676e5337e3","AliasCode_106"
"462","[]","fa99a116-7658-427a-8d1c-b789a3f31d4f","AliasCode_107"
"463","[]","b7e3aa2b-17bc-449e-aeb9-3c3fb5f920ac","AliasCode_101"
"464","[]","e351ae93-3179-44f5-8a75-1195b415bcff","AliasCode_5"
"465","[]","50dd7c5f-24ee-440a-8f37-7236318f0768","AliasCode_2"
