"id:ID","standardCodeAliases","uuid","id"
"314","[]","7fbd7995-51ed-4470-8a12-856cc65edc4d","AliasCode_1"
"315","[]","e5b88b4f-af43-496f-a177-a73a4c22f4b2","AliasCode_3"
"316","[]","c4e58eb7-cbf7-4fb2-88fb-41973fda0ca7","AliasCode_4"
"317","[]","609a9e5d-b6bd-4a5e-88e6-c77ebccb7183","AliasCode_109"
"318","[]","c161d74d-d6b4-4356-9593-7bfbae9aa7a5","AliasCode_110"
"319","[]","cba4bbbc-a07a-415b-8999-0b055ed87a1c","AliasCode_111"
"320","[]","e4d91ff2-c7e4-4782-a84b-af2fda7adcb2","AliasCode_108"
"321","[]","f6ee28eb-dd01-44d7-bae3-56734b004713","AliasCode_113"
"322","[]","9caef98e-a8b8-46ba-ac8c-3f7a92edd3c0","AliasCode_114"
"323","[]","ee3e192a-9245-446e-9e43-69272212048f","AliasCode_112"
"324","[]","c2f0ecc4-19f4-45d7-a7d3-642f302bc55e","AliasCode_116"
"325","[]","e58b13e2-7f01-477e-a505-48cedf2a8d24","AliasCode_117"
"326","[]","bb957f99-92ee-471f-873f-56eaa760ba01","AliasCode_115"
"327","[]","f944d9a8-8f7d-443c-9224-cd8b24372693","AliasCode_119"
"328","[]","4c710534-0297-4269-ad3e-235558f86fa4","AliasCode_120"
"329","[]","f1bc5458-be93-48ff-91dc-8276fb6466fe","AliasCode_121"
"330","[]","23e3307e-bc40-459a-8cda-5c2aacf55764","AliasCode_122"
"331","[]","7ce11dc3-e8f1-407a-8481-aef8e7975df8","AliasCode_118"
"332","[]","1484aa50-e0e1-4d1d-a543-5b8d6d891bc9","AliasCode_124"
"333","[]","da4f3f7f-a475-4e70-83c0-00789ef4fde1","AliasCode_125"
"334","[]","82c3cfe0-fb12-4190-b32b-867b1e54d30b","AliasCode_126"
"335","[]","254e4949-6624-4fe1-88a7-da43cb2e3629","AliasCode_127"
"336","[]","71008390-0a25-4396-b05c-6a5ad3093042","AliasCode_123"
"337","[]","98c41523-73f9-4c02-b0ea-382f17d6f8d2","AliasCode_129"
"338","[]","40b432d4-4006-4e45-82cd-ae472815d7bc","AliasCode_130"
"339","[]","aa045ae6-2002-4d15-b10a-d07984942115","AliasCode_131"
"340","[]","7e1581d9-560c-4980-95e7-cc91951a0363","AliasCode_132"
"341","[]","481d4b88-d812-4cf1-a0e0-adb183490e57","AliasCode_128"
"342","[]","427036ba-a61b-4bb3-8c9c-f24773cabae9","AliasCode_134"
"343","[]","59cc6c45-6bdd-4ab5-bffe-c0d035220934","AliasCode_135"
"344","[]","7554ba37-244d-4d55-a5cc-994592203619","AliasCode_136"
"345","[]","6122bb74-5d0f-42f0-9534-24813b5ad8f6","AliasCode_137"
"346","[]","f73b7667-b04e-4dbd-b2ed-da6f3327f521","AliasCode_133"
"347","[]","8558e8a1-3e6a-4246-a4c0-ee337f25135c","AliasCode_139"
"348","[]","5ac65299-5531-4de3-9d5f-627bb43e9206","AliasCode_140"
"349","[]","e95e6118-3e0b-4d0c-bf25-cacfe20881d5","AliasCode_141"
"350","[]","34c0c348-20b4-4df2-ab88-58c1ec064faf","AliasCode_142"
"351","[]","31ac2529-1230-4ce0-97d9-5cd246695df8","AliasCode_138"
"352","[]","38f00cfa-644c-4849-9f84-6dbcc9b31d39","AliasCode_144"
"353","[]","4b844dc0-fe7a-46d4-984a-20a4761be9dd","AliasCode_145"
"354","[]","995dbf1a-ca0e-4160-89cd-4af85e4dcf48","AliasCode_146"
"355","[]","1034335f-6a00-43c1-a9ae-1212f498edd7","AliasCode_147"
"356","[]","8887226a-4314-40e9-83eb-817ae95d7529","AliasCode_143"
"357","[]","758094b5-cacf-4cbc-a29b-d9d45794bf4c","AliasCode_149"
"358","[]","52deca62-0d01-40e6-abbf-6a443672c138","AliasCode_150"
"359","[]","8c1e0300-4dec-4761-b36b-b5cca500b57f","AliasCode_151"
"360","[]","db3ff2da-be15-4716-8e90-eb9d90466bc3","AliasCode_152"
"361","[]","ffcd3622-ad3a-4a25-84d9-aa1eeb57160e","AliasCode_148"
"362","[]","bad802db-1b06-4858-944d-13912253ecfa","AliasCode_7"
"363","[]","7f5f9a55-86ea-4502-b2fd-42eb6094c3f6","AliasCode_8"
"364","[]","b82aa9e1-4513-4248-bfad-03f3a83f2a5b","AliasCode_9"
"365","[]","3c90d854-88bc-48ec-bfc3-3cb2832349bd","AliasCode_10"
"366","[]","a7a61ae5-db6f-42c8-a532-356c56c3e1b5","AliasCode_11"
"367","[]","305f28aa-234a-4bda-9e47-7d141922d011","AliasCode_12"
"368","[]","fc0c8782-8c88-4862-b2ab-e9b140da8a20","AliasCode_13"
"369","[]","05ed3c5d-1710-408c-b9b7-b770543e5664","AliasCode_14"
"370","[]","29b45f14-5fcd-433b-98a4-2b351ea36955","AliasCode_15"
"371","[]","be6aaadf-0203-4de9-9b4a-dae3ebbb33aa","AliasCode_16"
"372","[]","e5068ba6-a3aa-4fce-8191-37ff0670e8c7","AliasCode_17"
"373","[]","99952f55-8cd0-42d6-8fe7-818a8046bebe","AliasCode_18"
"374","[]","d85f0881-71a9-40a8-9832-a815eeafc989","AliasCode_19"
"375","[]","cd70d025-e9fa-44f5-8522-939e767a294d","AliasCode_20"
"376","[]","49f12202-5c58-4ac5-8013-7b8111b37f00","AliasCode_6"
"377","[]","cee8eeee-39cb-4d05-b8ce-2f1695187ebb","AliasCode_22"
"378","[]","5d732042-4d42-4916-813f-0440caf462ae","AliasCode_23"
"379","[]","340aa6c2-63d6-4f2b-81e0-72badd006165","AliasCode_24"
"380","[]","37773e9f-3e24-4f18-a471-47ec2002e8ef","AliasCode_25"
"381","[]","ac50ca86-84c2-45ea-b51b-fc8a94a06ab1","AliasCode_26"
"382","[]","f369fb15-b0ab-44ee-ab60-3174d0aeb066","AliasCode_27"
"383","[]","f2b12cbd-8ef3-445b-9cf3-96859e6b2c6a","AliasCode_21"
"384","[]","b4925eec-aeaf-4ac3-8bc1-e4c24339f3f2","AliasCode_29"
"385","[]","47a26758-dc5d-4df0-9625-009202685398","AliasCode_30"
"386","[]","348092e6-025f-45cb-a755-9ec8d5ae298f","AliasCode_31"
"387","[]","9b90a0a3-aa7b-40c7-a5d0-c21aa9dcdefe","AliasCode_32"
"388","[]","46428a69-f0fa-4606-bcaf-3615ffa0fc6d","AliasCode_33"
"389","[]","fe20286b-fc41-4f26-929d-72d871426446","AliasCode_34"
"390","[]","0d2d9305-4155-4c01-8d93-d828a0c8ad44","AliasCode_28"
"391","[]","799b9baa-f36e-4ff5-a644-a92bc65e7193","AliasCode_36"
"392","[]","ff9ba80b-cd80-4864-a932-6979806498be","AliasCode_37"
"393","[]","ec9edc14-a7ea-45f8-868a-ee04c684555b","AliasCode_38"
"394","[]","8ebf95a9-2ce1-44cd-bd04-1c0e33bed2b7","AliasCode_35"
"395","[]","0176520e-4b32-491a-aa9e-d532c2402bbb","AliasCode_40"
"396","[]","377e366e-3b3c-4a49-9c91-f7768ed67c74","AliasCode_41"
"397","[]","fd2c8863-7227-453f-b4e4-6bf260a40994","AliasCode_39"
"398","[]","7e0b7341-6914-4da7-87ed-1055c36357ab","AliasCode_43"
"399","[]","4a965a43-443f-4aaf-a361-4d23946cee51","AliasCode_44"
"400","[]","0234c762-0151-4682-a564-3d3ab5d60af3","AliasCode_42"
"401","[]","54471cca-535b-4a18-8203-bf8cbe6cd16c","AliasCode_46"
"402","[]","76c5c77c-a962-4482-a546-6d91c4d160a1","AliasCode_47"
"403","[]","4d822a26-c883-4048-80fc-a957280ed296","AliasCode_48"
"404","[]","51e36ce5-c8e9-45e7-b832-3ce78ee954db","AliasCode_49"
"405","[]","50612bb6-b503-45db-b094-4c96a3aa8754","AliasCode_45"
"406","[]","bb1dd339-94aa-4171-a21f-38b98ac1de76","AliasCode_51"
"407","[]","1ccf0449-58a8-4bbb-a365-d5dea08388b1","AliasCode_52"
"408","[]","5aebdcfd-d625-43b7-b02d-dc256d9ac4e7","AliasCode_53"
"409","[]","33f2c181-ab9f-4603-acff-54e05c01f065","AliasCode_54"
"410","[]","292fd29e-a83b-4b52-9feb-0f62c4bb3859","AliasCode_50"
"411","[]","b6ca8e8c-38b6-4ab6-bf13-cfa2f16f21dc","AliasCode_56"
"412","[]","c80c83a1-2154-479c-a33b-2f9c02ddaf52","AliasCode_57"
"413","[]","9462b7a7-8a7c-450f-9f86-d812d58b8cbd","AliasCode_58"
"414","[]","467644f5-1477-4e53-b5d2-d9f84ac4bc38","AliasCode_59"
"415","[]","4fa4ee8c-9fa5-4f10-bf3b-f3cf91563d6f","AliasCode_55"
"416","[]","8098812c-4574-4447-b6fb-00cd7e69cc49","AliasCode_61"
"417","[]","dc19e53b-beba-4d8d-95e7-788970ede0bf","AliasCode_62"
"418","[]","82b727e9-d35c-41e2-8672-0808c3301b44","AliasCode_63"
"419","[]","64543a82-2573-4c91-8361-6b1ce65600b2","AliasCode_64"
"420","[]","bc75147a-75cb-46c7-bac4-925821986172","AliasCode_60"
"421","[]","addecac8-c4da-41e8-969d-1a978334f890","AliasCode_66"
"422","[]","aae118e5-8b2b-4350-bfa2-f0592f35b476","AliasCode_67"
"423","[]","4684f9ef-bf23-4d39-bab5-442bec5cd40b","AliasCode_68"
